product,additive,internal_standard,corr_factor,product_scaled,additive_scaled,Sample Name,Data File,Location,UV210_toluidine Rt(min),UV210_toluidine AreaAbs,UV210_P2Et Rt(min),UV210_P2Et AreaAbs,UV210_CF3_product Rt(min),UV210_CF3_product AreaAbs,UV210_Internal_standard Rt(min),UV210_Internal_standard AreaAbs,UV210_Additive_15 Rt(min),UV210_Additive_15 AreaAbs,UV210_Additive_17 Rt(min),UV210_Additive_17 AreaAbs,UV210_CF3-Cl Rt(min),UV210_CF3-Cl AreaAbs,UV210_CF3-Br Rt(min),UV210_CF3-Br AreaAbs,UV210_CF3-I Rt(min),UV210_CF3-I AreaAbs,UV210_OMe-Cl Rt(min),UV210_OMe-Cl AreaAbs,UV210_OMe_product Rt(min),UV210_OMe_product AreaAbs,UV210_OMe-Br Rt(min),UV210_OMe-Br AreaAbs,UV210_OMe-I Rt(min),UV210_OMe-I AreaAbs,UV210_Et-Cl Rt(min),UV210_Et-Cl AreaAbs,UV210_Et_product Rt(min),UV210_Et_product AreaAbs,UV210_Et-Br Rt(min),UV210_Et-Br AreaAbs,UV210_Additive_19 Rt(min),UV210_Additive_19 AreaAbs,UV210_Et-I Rt(min),UV210_Et-I AreaAbs,UV210_2pyr-Cl Rt(min),UV210_2pyr-Cl AreaAbs,UV210_2pyr_product Rt(min),UV210_2pyr_product AreaAbs,UV210_2pyr-Br Rt(min),UV210_2pyr-Br AreaAbs,UV210_2pyr-I Rt(min),UV210_2pyr-I AreaAbs,UV210_Additive_13 Rt(min),UV210_Additive_13 AreaAbs,UV210_3pyr-Cl Rt(min),UV210_3pyr-Cl AreaAbs,UV210_3pyr_product Rt(min),UV210_3pyr_product AreaAbs,UV210_3pyr-Br Rt(min),UV210_3pyr-Br AreaAbs,UV210_3pyr-I Rt(min),UV210_3pyr-I AreaAbs,UV210_BTMG Rt(min),UV210_BTMG AreaAbs
79697.09187,0,19313.76230,1.042356705,32.25917309,0,2017-Jan26-1536-CN-Plate1-277.Raw,2017-jan26-1536-cn-plate1-277.raw,18:E,0.466,18047.04065,0,0,1.396,79697.09187,1.776,19313.76230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425,65898.93994
90717.77054,3017.03446,19492.93997,1.042356705,36.38251036,1.160818176,2017-Jan26-1536-CN-Plate1-293.Raw,2017-jan26-1536-cn-plate1-293.raw,19:E,0.467,14251.89392,0,0,1.397,90717.77054,1.776,19492.93997,0,0,0,0,0,0,0,0,1.316,7874.56497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401,3017.03446,0,0,0,0,0,0,0,0,0.426,67707.24822
897.14625,0,19839.92282,0.948682226,0.321740184,0,2017-Jan26-1536-CN-Plate1-309.Raw,2017-jan26-1536-cn-plate1-309.raw,20:E,0.468,49319.09099,0,0,0,0,1.776,19839.92282,0,0,0,0,0,0,0,0,0,0,1.076,23419.41116,1.225,897.14625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427,62282.90017
89645.85471,1762.42104,18981.18416,0.948682226,33.60384304,0.696382166,2017-Jan26-1536-CN-Plate1-325.Raw,2017-jan26-1536-cn-plate1-325.raw,21:E,0.467,19561.52467,0,0,0,0,1.776,18981.18416,0,0,0,0,0,0,0,0,0,0,0,0,1.224,89645.85471,1.114,9536.39976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401,1762.42104,0,0,0,0,0,0,0,0,0.427,63080.87711
112239.0005,2987.18764,19010.77397,0.948682226,42.00742206,1.178484784,2017-Jan26-1536-CN-Plate1-341.Raw,2017-jan26-1536-cn-plate1-341.raw,22:E,0.466,13972.04768,0,0,0,0,1.776,19010.77397,0,0,0,0,0,0,0,0,0,0,0,0,1.224,112239.0005,0,0,1.174,12435.49906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401,2987.18764,0,0,0,0,0,0,0,0,0.426,69544.55740
2174.95964,0,19921.29523,1.337543187,1.095223411,0,2017-Jan26-1536-CN-Plate1-357.Raw,2017-jan26-1536-cn-plate1-357.raw,23:E,0.468,49236.54911,0,0,0,0,1.776,19921.29523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.311,17795.98102,1.422,2174.95964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426,65484.33921
100801.7944,1636.45977,19283.17396,1.337543187,52.43953497,0.636484876,2017-Jan26-1536-CN-Plate1-373.Raw,2017-jan26-1536-cn-plate1-373.raw,24:E,0.466,18683.25498,0,0,0,0,1.776,19283.17396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.421,100801.7944,1.342,7071.88318,0,0,0,0,0,0,0,0,0,0,0,0,0.400,1636.45977,0,0,0,0,0,0,0,0,0.426,67645.80965
22058.26448,3461.72705,17156.26319,1.042356705,10.05139356,1.513322175,2017-Jan26-1536-CN-Plate1-6.Raw,2017-jan26-1536-cn-plate1-6.raw,1:F,0.465,26321.74797,0,0,1.396,22058.26448,1.776,17156.26319,0.641,3461.72705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29811.33409,3107.42721,18892.39180,1.042356705,12.33593597,1.233602654,2017-Jan26-1536-CN-Plate1-22.Raw,2017-jan26-1536-cn-plate1-22.raw,2:F,0.465,28043.05485,0,0,1.396,29811.33409,1.776,18892.39180,0.641,3107.42721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25061.73018,2904.52733,18676.40671,1.042356705,10.49048013,1.166389009,2017-Jan26-1536-CN-Plate1-38.Raw,2017-jan26-1536-cn-plate1-38.raw,3:F,0.465,30370.97870,0.996,1517.68600,1.396,25061.73018,1.776,18676.40671,0.642,2904.52733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2676.17809,4268.26118,19610.34757,0.948682226,0.970983294,1.632401442,2017-Jan26-1536-CN-Plate1-54.Raw,2017-jan26-1536-cn-plate1-54.raw,4:F,0.466,45373.63711,0,0,0,0,1.776,19610.34757,0.642,4268.26118,0,0,0,0,0,0,0,0,1.075,25138.32224,1.224,2676.17809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37693.26597,2215.53717,20108.84105,0.948682226,13.33701887,0.826329531,2017-Jan26-1536-CN-Plate1-70.Raw,2017-jan26-1536-cn-plate1-70.raw,5:F,0.466,35157.15165,0,0,0,0,1.777,20108.84105,0.644,2215.53717,0,0,0,0,0,0,0,0,0,0,1.225,37693.26597,1.114,7036.04837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48459.51100,2187.69563,20110.73760,0.948682226,17.14482537,0.815868516,2017-Jan26-1536-CN-Plate1-86.Raw,2017-jan26-1536-cn-plate1-86.raw,6:F,0.467,39496.51055,0,0,0,0,1.776,20110.73760,0.643,2187.69563,0,0,0,0,0,0,0,0,0,0,1.226,48459.51100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9326.98537,4441.76071,20689.82815,1.337543187,4.522238884,1.610124836,2017-Jan26-1536-CN-Plate1-102.Raw,2017-jan26-1536-cn-plate1-102.raw,7:F,0.467,43435.26936,0,0,0,0,1.776,20689.82815,0.642,4441.76071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.311,17127.02384,1.421,9326.98537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30556.42993,1968.46049,20954.52728,1.337543187,14.62829911,0.704547225,2017-Jan26-1536-CN-Plate1-118.Raw,2017-jan26-1536-cn-plate1-118.raw,8:F,0.467,36718.88162,0,0,0,0,1.776,20954.52728,0.644,1968.46049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.421,30556.42993,1.342,4445.36076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28204.91583,2521.98523,20273.27659,1.337543187,13.95628888,0.932996184,2017-Jan26-1536-CN-Plate1-134.Raw,2017-jan26-1536-cn-plate1-134.raw,9:F,0.467,40336.40433,0,0,0,0,1.776,20273.27659,0.643,2521.98523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.422,28204.91583,0,0,0,0,1.402,456.28561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18248.10926,2770.91924,19983.74165,2.843725517,19.47556274,1.039940127,2017-Jan26-1536-CN-Plate1-150.Raw,2017-jan26-1536-cn-plate1-150.raw,10:F,0.467,28912.37474,0,0,0,0,1.776,19983.74165,0.644,2770.91924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577,4206.76237,0.754,18248.10926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19614.65467,3195.66585,19309.99762,2.843725517,21.66443641,1.241196138,2017-Jan26-1536-CN-Plate1-166.Raw,2017-jan26-1536-cn-plate1-166.raw,11:F,0.467,31405.38266,0,0,0,0,1.776,19309.99762,0.642,3195.66585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.754,19614.65467,0.628,4774.13633,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17683.00456,4829.40968,19855.41593,2.843725517,18.99441923,1.824216306,2017-Jan26-1536-CN-Plate1-182.Raw,2017-jan26-1536-cn-plate1-182.raw,12:F,0.467,34930.39245,0,0,0,0,1.776,19855.41593,0.641,4829.40968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.754,17683.00456,0,0,0.711,7444.04296,0,0,0,0,0,0,0,0,0,0,0,0
14700.68305,4413.40114,19730.72052,2.174082389,12.14875689,1.677612804,2017-Jan26-1536-CN-Plate1-198.Raw,2017-jan26-1536-cn-plate1-198.raw,13:F,0.467,35525.51376,0,0,0,0,1.776,19730.72052,0.644,4413.40114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597,7375.90778,0.723,14700.68305,0,0,0,0,0,0
17883.34723,11162.30718,20188.13606,2.174082389,14.44407911,4.146856634,2017-Jan26-1536-CN-Plate1-214.Raw,2017-jan26-1536-cn-plate1-214.raw,14:F,0.467,28795.38370,0,0,0,0,1.776,20188.13606,0.644,11162.30718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.723,17883.34723,0.644,11162.30718,0,0,0,0
14230.59016,4893.60841,19785.30127,2.174082389,11.72782605,1.855016686,2017-Jan26-1536-CN-Plate1-230.Raw,2017-jan26-1536-cn-plate1-230.raw,15:F,0.468,29528.70224,0,0,0,0,1.777,19785.30127,0.645,4893.60841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725,14230.59016,0,0,0.708,11248.55013,0,0
,4344.29310,19464.47389,,0,1.673931659,2017-Jan26-1536-CN-Plate1-246.Raw,2017-jan26-1536-cn-plate1-246.raw,16:F,0.469,45972.49608,0,0,0,0,1.776,19464.47389,0.645,4344.29310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836.16687,15044.81732,19778.68584,1.042356705,0.330501293,5.70493579,2017-Jan26-1536-CN-Plate1-262.Raw,2017-jan26-1536-cn-plate1-262.raw,17:F,0.469,44449.85052,0,0,1.386,836.16687,1.777,19778.68584,0.630,15044.81732,0,0,1.241,1129.49678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433,21488.99339
14441.23916,21292.66575,19464.66666,1.042356705,5.800095284,8.204353042,2017-Jan26-1536-CN-Plate1-278.Raw,2017-jan26-1536-cn-plate1-278.raw,18:F,0.467,39481.67561,0,0,1.396,14441.23916,1.776,19464.66666,0.641,21292.66575,0,0,0,0,1.269,3860.67688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430,30208.99514
23252.94167,31433.04704,19098.58399,1.042356705,9.518190042,12.34373495,2017-Jan26-1536-CN-Plate1-294.Raw,2017-jan26-1536-cn-plate1-294.raw,19:F,0.467,36881.92115,0,0,1.396,23252.94167,1.776,19098.58399,0.641,31433.04704,0,0,0,0,0,0,1.315,24092.72155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430,39971.79142
0,14430.42123,19353.51471,0.948682226,0,5.592170908,2017-Jan26-1536-CN-Plate1-310.Raw,2017-jan26-1536-cn-plate1-310.raw,20:F,0.467,43980.19514,0,0,0,0,1.776,19353.51471,0.640,14430.42123,0,0,0,0,0,0,0,0,1.076,24092.15459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431,23070.99091
20819.18230,20290.20437,21854.69531,0.948682226,6.77799041,6.963104926,2017-Jan26-1536-CN-Plate1-326.Raw,2017-jan26-1536-cn-plate1-326.raw,21:F,0.468,38530.35224,0,0,0,0,1.776,21854.69531,0.641,20290.20437,0,0,0,0,0,0,0,0,0,0,1.224,20819.18230,1.114,31097.37385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431,29415.92515
43738.92306,31015.45389,20878.85513,0.948682226,14.9053934,11.1412196,2017-Jan26-1536-CN-Plate1-342.Raw,2017-jan26-1536-cn-plate1-342.raw,22:F,0.467,31517.93867,0,0,0,0,1.776,20878.85513,0.641,31015.45389,0,0,0,0,0,0,0,0,0,0,1.224,43738.92306,0,0,1.173,36495.31009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.429,47202.04967
0,12764.76954,19908.52915,1.337543187,0,4.808781865,2017-Jan26-1536-CN-Plate1-358.Raw,2017-jan26-1536-cn-plate1-358.raw,23:F,0.468,42609.08885,0,0,0,0,1.776,19908.52915,0.641,12764.76954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.311,21541.18400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432,23709.13857
24299.84430,21756.30699,19210.55374,1.337543187,12.68915479,8.493888761,2017-Jan26-1536-CN-Plate1-374.Raw,2017-jan26-1536-cn-plate1-374.raw,24:F,0.468,36434.26505,0,0,0,0,1.776,19210.55374,0.641,21756.30699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.422,24299.84430,1.342,31485.18702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431,29998.09613
47647.98758,6829.13189,17582.29969,1.042356705,21.18588073,2.913071177,2017-Jan26-1536-CN-Plate1-7.Raw,2017-jan26-1536-cn-plate1-7.raw,1:G,0.465,17713.46952,0.995,12514.45529,1.396,47647.98758,1.776,17582.29969,0,0,0.525,6829.13189,1.240,2671.38226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58273.46291,7676.97651,19801.56000,1.042356705,23.00642082,2.907716628,2017-Jan26-1536-CN-Plate1-23.Raw,2017-jan26-1536-cn-plate1-23.raw,2:G,0.465,18667.77464,0.995,14119.46984,1.396,58273.46291,1.776,19801.56000,0,0,0.525,7676.97651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99694.04108,8815.85878,19722.74470,1.042356705,39.51659226,3.352420949,2017-Jan26-1536-CN-Plate1-39.Raw,2017-jan26-1536-cn-plate1-39.raw,3:G,0.465,10532.96257,0.998,12830.48146,1.396,99694.04108,1.777,19722.74470,0,0,0.525,8815.85878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5713.59410,6935.32042,19844.07673,0.948682226,2.048615833,2.621180373,2017-Jan26-1536-CN-Plate1-55.Raw,2017-jan26-1536-cn-plate1-55.raw,4:G,0.466,44046.18758,0.998,13096.63310,0,0,1.776,19844.07673,0,0,0.525,6935.32042,0,0,0,0,0,0,1.075,20850.48410,1.223,5713.59410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128651.88070,9608.14881,20375.49341,0.948682226,44.92520247,3.536656336,2017-Jan26-1536-CN-Plate1-71.Raw,2017-jan26-1536-cn-plate1-71.raw,5:G,0.465,8029.18930,0.998,13261.84065,0,0,1.776,20375.49341,0,0,0.525,9608.14881,0,0,0,0,0,0,0,0,1.223,128651.88070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133700.6775,10323.86403,20217.73568,0.948682226,47.05254638,3.829755388,2017-Jan26-1536-CN-Plate1-87.Raw,2017-jan26-1536-cn-plate1-87.raw,6:G,0.466,6730.61434,0.999,13828.60269,0,0,1.777,20217.73568,0,0,0.525,10323.86403,0,0,0,0,0,0,0,0,1.224,133700.6775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27988.51359,8236.90740,20314.65090,1.337543187,13.82100293,3.040997719,2017-Jan26-1536-CN-Plate1-103.Raw,2017-jan26-1536-cn-plate1-103.raw,7:G,0.466,39320.77310,0,0,0,0,1.776,20314.65090,0,0,0.525,8236.90740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.311,15242.56012,1.421,27988.51359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138046.0345,8452.20477,19072.32835,1.337543187,72.6088082,3.323744023,2017-Jan26-1536-CN-Plate1-119.Raw,2017-jan26-1536-cn-plate1-119.raw,8:G,0.466,6909.49543,0,0,0,0,1.776,19072.32835,0,0,0.525,8452.20477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.421,138046.0345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137152.141,10647.86077,19827.84241,1.337543187,69.38989345,4.027617132,2017-Jan26-1536-CN-Plate1-135.Raw,2017-jan26-1536-cn-plate1-135.raw,9:G,0.466,4221.73439,0,0,0,0,1.776,19827.84241,0,0,0.525,10647.86077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.421,137152.141,0,0,0,0,1.399,136.13990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59162.75829,7805.21177,20212.78373,2.843725517,62.426823,2.896141893,2017-Jan26-1536-CN-Plate1-151.Raw,2017-jan26-1536-cn-plate1-151.raw,10:G,0.467,15109.93023,0,0,0,0,1.776,20212.78373,0,0,0.525,7805.21177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755,59162.75829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68987.31055,10574.39686,19304.87778,2.843725517,76.21686958,4.1081834,2017-Jan26-1536-CN-Plate1-167.Raw,2017-jan26-1536-cn-plate1-167.raw,11:G,0.467,9290.66163,0,0,0,0,1.777,19304.87778,0,0,0.525,10574.39686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.756,68987.31055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65780.70635,10067.77043,19941.45404,2.843725517,70.35430221,3.786498214,2017-Jan26-1536-CN-Plate1-183.Raw,2017-jan26-1536-cn-plate1-183.raw,12:G,0.466,10911.34002,0,0,0,0,1.776,19941.45404,0,0,0.525,10067.77043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755,65780.70635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72346.40957,7564.09866,19663.38789,2.174082389,59.99235473,2.885094964,2017-Jan26-1536-CN-Plate1-199.Raw,2017-jan26-1536-cn-plate1-199.raw,13:G,0.466,14050.68590,0,0,0,0,1.776,19663.38789,0,0,0.525,7564.09866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.596,1572.38147,0.720,72346.40957,0,0,0,0,0,0
90657.96393,10028.22061,19609.50266,2.174082389,75.38356191,3.835469862,2017-Jan26-1536-CN-Plate1-215.Raw,2017-jan26-1536-cn-plate1-215.raw,14:G,0.467,9146.45790,0,0,0,0,1.776,19609.50266,0,0,0.525,10028.22061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721,90657.96393,0,0,0,0,0,0
93828.40198,10024.45837,19540.25631,2.174082389,78.29631742,3.847617885,2017-Jan26-1536-CN-Plate1-231.Raw,2017-jan26-1536-cn-plate1-231.raw,15:G,0.467,7032.29036,0,0,0,0,1.776,19540.25631,0,0,0.525,10024.45837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721,93828.40198,0,0,0,0,0,0
,8037.86779,19553.91095,,0,3.082964328,2017-Jan26-1536-CN-Plate1-247.Raw,2017-jan26-1536-cn-plate1-247.raw,16:G,0.468,47370.06312,0,0,0,0,1.776,19553.91095,0,0,0.525,8037.86779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64274.74586,8138.31121,19112.62382,1.042356705,26.29043032,3.193561291,2017-Jan26-1536-CN-Plate1-263.Raw,2017-jan26-1536-cn-plate1-263.raw,17:G,0.466,27432.18863,0,0,1.396,64274.74586,1.776,19112.62382,0,0,0.525,8138.31121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427,54897.81501
84652.93888,7818.36172,19030.83118,1.042356705,34.77458228,3.081195656,2017-Jan26-1536-CN-Plate1-279.Raw,2017-jan26-1536-cn-plate1-279.raw,18:G,0.466,17453.13722,0,0,1.396,84652.93888,1.776,19030.83118,0,0,0.525,7818.36172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425,65831.50103
92271.07895,10429.88404,19288.43171,1.042356705,37.39782282,4.055494684,2017-Jan26-1536-CN-Plate1-295.Raw,2017-jan26-1536-cn-plate1-295.raw,19:G,0.466,12849.21673,0,0,1.396,92271.07895,1.776,19288.43171,0,0,0.525,10429.88404,0,0,0,0,1.315,5015.10816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425,67518.79040
2739.10686,7291.11002,20245.33204,0.948682226,0.96264489,2.701033819,2017-Jan26-1536-CN-Plate1-311.Raw,2017-jan26-1536-cn-plate1-311.raw,20:G,0.469,46084.86370,0,0,0,0,1.776,20245.33204,0,0,0.525,7291.11002,0,0,0,0,0,0,1.076,23370.64465,1.225,2739.10686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433,20603.42932
105996.30010,8972.13036,19176.03741,0.948682226,39.32908802,3.50911807,2017-Jan26-1536-CN-Plate1-327.Raw,2017-jan26-1536-cn-plate1-327.raw,21:G,0.466,16467.47783,0,0,0,0,1.776,19176.03741,0,0,0.525,8972.13036,0,0,0,0,0,0,0,0,1.224,105996.30010,1.113,6263.19558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426,70439.52757
112031.1565,9744.33040,19765.36005,0.948682226,40.32887688,3.697503088,2017-Jan26-1536-CN-Plate1-343.Raw,2017-jan26-1536-cn-plate1-343.raw,22:G,0.466,14752.20640,0,0,0,0,1.776,19765.36005,0,0,0.525,9744.33040,0,0,0,0,0,0,0,0,1.224,112031.1565,0,0,1.173,11492.70684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426,68487.51430
8728.89888,7279.04114,19668.93477,1.337543187,4.451923676,2.775585488,2017-Jan26-1536-CN-Plate1-359.Raw,2017-jan26-1536-cn-plate1-359.raw,23:G,0.469,45248.80609,0,0,0,0,1.776,19668.93477,0,0,0.525,7279.04114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.311,15471.13341,1.422,8728.89888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433,23548.01572
115164.0318,9420.06133,18924.00754,1.337543187,61.04819615,3.733377383,2017-Jan26-1536-CN-Plate1-375.Raw,2017-jan26-1536-cn-plate1-375.raw,24:G,0.466,13093.38831,0,0,0,0,1.776,18924.00754,0,0,0.525,9420.06133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.421,115164.0318,1.342,6673.28432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425,70656.94504
20440.16896,0,17929.89892,1.042356705,8.912186757,0,2017-Jan26-1536-CN-Plate1-8.Raw,2017-jan26-1536-cn-plate1-8.raw,1:H,0.465,38199.29583,0.995,12667.00524,1.396,20440.16896,1.776,17929.89892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26390.45130,0,19239.37200,1.042356705,10.72342611,0,2017-Jan26-1536-CN-Plate1-24.Raw,2017-jan26-1536-cn-plate1-24.raw,2:H,0.465,41282.13997,0.995,14070.83171,1.396,26390.45130,1.776,19239.37200,0,0,0,0,0,0,1.269,3572.67183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
