alcohol_*C1_NMR_shift,alcohol_*C1_electrostatic_charge,alcohol_*H1_NMR_shift,alcohol_*H1_electrostatic_charge,alcohol_*O1_electrostatic_charge,alcohol_E_HOMO,alcohol_E_LUMO,alcohol_dipole_moment,alcohol_electronegativity,alcohol_hardness,alcohol_molecular_volume,alcohol_molecular_weight,alcohol_ovality,alcohol_surface_area,base_*N1_electrostatic_charge,base_E_HOMO,base_E_LUMO,base_dipole_moment,base_electronegativity,base_hardness,base_molecular_volume,base_molecular_weight,base_ovality,base_surface_area,sulfonyl_fluoride_*C1_NMR_shift,sulfonyl_fluoride_*C1_electrostatic_charge,sulfonyl_fluoride_*F1_electrostatic_charge,sulfonyl_fluoride_*O1_electrostatic_charge,sulfonyl_fluoride_*O2_electrostatic_charge,sulfonyl_fluoride_*S1_electrostatic_charge,sulfonyl_fluoride_E_HOMO,sulfonyl_fluoride_E_LUMO,sulfonyl_fluoride_V1_frequency,sulfonyl_fluoride_V1_intensity,sulfonyl_fluoride_V2_frequency,sulfonyl_fluoride_V2_intensity,sulfonyl_fluoride_dipole_moment,sulfonyl_fluoride_electronegativity,sulfonyl_fluoride_hardness,sulfonyl_fluoride_molecular_volume,sulfonyl_fluoride_molecular_weight,sulfonyl_fluoride_ovality,sulfonyl_fluoride_surface_area 
65.58,-0.061,0.11,0.39,-0.553,-0.2214,-0.0288,1.547821,0.13,0.1,208.72,184.238,1.318,224.28,-0.659,-0.196,0.0447,3.033208,0.08,0.12,175.1,152.241,1.26,190.7,132.03,-0.03,-0.21,-0.439,-0.439,0.973,-0.2843,-0.0715,796.184,279.988,1390.854,149.118,3.594954,0.18,0.11,150.38,194.611,1.281,175.19
65.58,-0.061,0.11,0.39,-0.553,-0.2214,-0.0288,1.547821,0.13,0.1,208.72,184.238,1.318,224.28,-0.659,-0.196,0.0447,3.033208,0.08,0.12,175.1,152.241,1.26,190.7,155.7,0.38,-0.198,-0.401,-0.401,0.849,-0.2976,-0.0674,726.221,41.249,1394.232,207.158,6.494347,0.18,0.12,130.42,161.154,1.242,154.44
65.58,-0.061,0.11,0.39,-0.553,-0.2214,-0.0288,1.547821,0.13,0.1,208.72,184.238,1.318,224.28,-0.659,-0.196,0.0447,3.033208,0.08,0.12,175.1,152.241,1.26,190.7,136.47,-0.025,-0.208,-0.436,-0.436,0.978,-0.3021,-0.0818,808.547,131.733,1393.488,144.273,2.753494,0.19,0.11,168.78,228.163,1.321,195.11
65.58,-0.061,0.11,0.39,-0.553,-0.2214,-0.0288,1.547821,0.13,0.1,208.72,184.238,1.318,224.28,-0.659,-0.196,0.0447,3.033208,0.08,0.12,175.1,152.241,1.26,190.7,138.99,-0.026,-0.204,-0.43,-0.43,0.973,-0.3128,-0.123,795.349,251.115,1396.701,99.15,0.793525,0.22,0.09,158.28,205.163,1.308,185.03
65.58,-0.061,0.11,0.39,-0.553,-0.2214,-0.0288,1.547821,0.13,0.1,208.72,184.238,1.318,224.28,-0.659,-0.196,0.0447,3.033208,0.08,0.12,175.1,152.241,1.26,190.7,121.17,0.118,-0.162,-0.384,-0.384,0.926,-0.3515,-0.0469,642.75,13.891,1417.024,231.457,1.982285,0.2,0.15,168.83,302.086,1.381,203.99
65.58,-0.061,0.11,0.39,-0.553,-0.2214,-0.0288,1.547821,0.13,0.1,208.72,184.238,1.318,224.28,-0.611,-0.1913,0.0505,2.703999,0.07,0.12,170.58,153.229,1.268,188.57,132.03,-0.03,-0.21,-0.439,-0.439,0.973,-0.2843,-0.0715,796.184,279.988,1390.854,149.118,3.594954,0.18,0.11,150.38,194.611,1.281,175.19
65.58,-0.061,0.11,0.39,-0.553,-0.2214,-0.0288,1.547821,0.13,0.1,208.72,184.238,1.318,224.28,-0.611,-0.1913,0.0505,2.703999,0.07,0.12,170.58,153.229,1.268,188.57,155.7,0.38,-0.198,-0.401,-0.401,0.849,-0.2976,-0.0674,726.221,41.249,1394.232,207.158,6.494347,0.18,0.12,130.42,161.154,1.242,154.44
65.58,-0.061,0.11,0.39,-0.553,-0.2214,-0.0288,1.547821,0.13,0.1,208.72,184.238,1.318,224.28,-0.611,-0.1913,0.0505,2.703999,0.07,0.12,170.58,153.229,1.268,188.57,136.47,-0.025,-0.208,-0.436,-0.436,0.978,-0.3021,-0.0818,808.547,131.733,1393.488,144.273,2.753494,0.19,0.11,168.78,228.163,1.321,195.11
65.58,-0.061,0.11,0.39,-0.553,-0.2214,-0.0288,1.547821,0.13,0.1,208.72,184.238,1.318,224.28,-0.611,-0.1913,0.0505,2.703999,0.07,0.12,170.58,153.229,1.268,188.57,138.99,-0.026,-0.204,-0.43,-0.43,0.973,-0.3128,-0.123,795.349,251.115,1396.701,99.15,0.793525,0.22,0.09,158.28,205.163,1.308,185.03
65.58,-0.061,0.11,0.39,-0.553,-0.2214,-0.0288,1.547821,0.13,0.1,208.72,184.238,1.318,224.28,-0.611,-0.1913,0.0505,2.703999,0.07,0.12,170.58,153.229,1.268,188.57,121.17,0.118,-0.162,-0.384,-0.384,0.926,-0.3515,-0.0469,642.75,13.891,1417.024,231.457,1.982285,0.2,0.15,168.83,302.086,1.381,203.99
65.58,-0.061,0.11,0.39,-0.553,-0.2214,-0.0288,1.547821,0.13,0.1,208.72,184.238,1.318,224.28,-0.719,-0.2016,0.0404,2.163619,0.08,0.12,213.87,171.288,1.386,239.64,132.03,-0.03,-0.21,-0.439,-0.439,0.973,-0.2843,-0.0715,796.184,279.988,1390.854,149.118,3.594954,0.18,0.11,150.38,194.611,1.281,175.19
65.58,-0.061,0.11,0.39,-0.553,-0.2214,-0.0288,1.547821,0.13,0.1,208.72,184.238,1.318,224.28,-0.719,-0.2016,0.0404,2.163619,0.08,0.12,213.87,171.288,1.386,239.64,155.7,0.38,-0.198,-0.401,-0.401,0.849,-0.2976,-0.0674,726.221,41.249,1394.232,207.158,6.494347,0.18,0.12,130.42,161.154,1.242,154.44
65.58,-0.061,0.11,0.39,-0.553,-0.2214,-0.0288,1.547821,0.13,0.1,208.72,184.238,1.318,224.28,-0.719,-0.2016,0.0404,2.163619,0.08,0.12,213.87,171.288,1.386,239.64,136.47,-0.025,-0.208,-0.436,-0.436,0.978,-0.3021,-0.0818,808.547,131.733,1393.488,144.273,2.753494,0.19,0.11,168.78,228.163,1.321,195.11
65.58,-0.061,0.11,0.39,-0.553,-0.2214,-0.0288,1.547821,0.13,0.1,208.72,184.238,1.318,224.28,-0.719,-0.2016,0.0404,2.163619,0.08,0.12,213.87,171.288,1.386,239.64,138.99,-0.026,-0.204,-0.43,-0.43,0.973,-0.3128,-0.123,795.349,251.115,1396.701,99.15,0.793525,0.22,0.09,158.28,205.163,1.308,185.03
65.58,-0.061,0.11,0.39,-0.553,-0.2214,-0.0288,1.547821,0.13,0.1,208.72,184.238,1.318,224.28,-0.719,-0.2016,0.0404,2.163619,0.08,0.12,213.87,171.288,1.386,239.64,121.17,0.118,-0.162,-0.384,-0.384,0.926,-0.3515,-0.0469,642.75,13.891,1417.024,231.457,1.982285,0.2,0.15,168.83,302.086,1.381,203.99
65.58,-0.061,0.11,0.39,-0.553,-0.2214,-0.0288,1.547821,0.13,0.1,208.72,184.238,1.318,224.28,-0.93,-0.1844,0.06,2.910789,0.06,0.12,352.35,312.442,1.565,377.5,132.03,-0.03,-0.21,-0.439,-0.439,0.973,-0.2843,-0.0715,796.184,279.988,1390.854,149.118,3.594954,0.18,0.11,150.38,194.611,1.281,175.19
65.58,-0.061,0.11,0.39,-0.553,-0.2214,-0.0288,1.547821,0.13,0.1,208.72,184.238,1.318,224.28,-0.93,-0.1844,0.06,2.910789,0.06,0.12,352.35,312.442,1.565,377.5,155.7,0.38,-0.198,-0.401,-0.401,0.849,-0.2976,-0.0674,726.221,41.249,1394.232,207.158,6.494347,0.18,0.12,130.42,161.154,1.242,154.44
65.58,-0.061,0.11,0.39,-0.553,-0.2214,-0.0288,1.547821,0.13,0.1,208.72,184.238,1.318,224.28,-0.93,-0.1844,0.06,2.910789,0.06,0.12,352.35,312.442,1.565,377.5,136.47,-0.025,-0.208,-0.436,-0.436,0.978,-0.3021,-0.0818,808.547,131.733,1393.488,144.273,2.753494,0.19,0.11,168.78,228.163,1.321,195.11
65.58,-0.061,0.11,0.39,-0.553,-0.2214,-0.0288,1.547821,0.13,0.1,208.72,184.238,1.318,224.28,-0.93,-0.1844,0.06,2.910789,0.06,0.12,352.35,312.442,1.565,377.5,138.99,-0.026,-0.204,-0.43,-0.43,0.973,-0.3128,-0.123,795.349,251.115,1396.701,99.15,0.793525,0.22,0.09,158.28,205.163,1.308,185.03
65.58,-0.061,0.11,0.39,-0.553,-0.2214,-0.0288,1.547821,0.13,0.1,208.72,184.238,1.318,224.28,-0.93,-0.1844,0.06,2.910789,0.06,0.12,352.35,312.442,1.565,377.5,121.17,0.118,-0.162,-0.384,-0.384,0.926,-0.3515,-0.0469,642.75,13.891,1417.024,231.457,1.982285,0.2,0.15,168.83,302.086,1.381,203.99
63.6,-0.112,0.3,0.419,-0.574,-0.2391,-0.0318,5.920323,0.14,0.1,282.93,271.379,1.51,314.78,-0.659,-0.196,0.0447,3.033208,0.08,0.12,175.1,152.241,1.26,190.7,132.03,-0.03,-0.21,-0.439,-0.439,0.973,-0.2843,-0.0715,796.184,279.988,1390.854,149.118,3.594954,0.18,0.11,150.38,194.611,1.281,175.19
63.6,-0.112,0.3,0.419,-0.574,-0.2391,-0.0318,5.920323,0.14,0.1,282.93,271.379,1.51,314.78,-0.659,-0.196,0.0447,3.033208,0.08,0.12,175.1,152.241,1.26,190.7,155.7,0.38,-0.198,-0.401,-0.401,0.849,-0.2976,-0.0674,726.221,41.249,1394.232,207.158,6.494347,0.18,0.12,130.42,161.154,1.242,154.44
63.6,-0.112,0.3,0.419,-0.574,-0.2391,-0.0318,5.920323,0.14,0.1,282.93,271.379,1.51,314.78,-0.659,-0.196,0.0447,3.033208,0.08,0.12,175.1,152.241,1.26,190.7,136.47,-0.025,-0.208,-0.436,-0.436,0.978,-0.3021,-0.0818,808.547,131.733,1393.488,144.273,2.753494,0.19,0.11,168.78,228.163,1.321,195.11
63.6,-0.112,0.3,0.419,-0.574,-0.2391,-0.0318,5.920323,0.14,0.1,282.93,271.379,1.51,314.78,-0.659,-0.196,0.0447,3.033208,0.08,0.12,175.1,152.241,1.26,190.7,138.99,-0.026,-0.204,-0.43,-0.43,0.973,-0.3128,-0.123,795.349,251.115,1396.701,99.15,0.793525,0.22,0.09,158.28,205.163,1.308,185.03
63.6,-0.112,0.3,0.419,-0.574,-0.2391,-0.0318,5.920323,0.14,0.1,282.93,271.379,1.51,314.78,-0.659,-0.196,0.0447,3.033208,0.08,0.12,175.1,152.241,1.26,190.7,121.17,0.118,-0.162,-0.384,-0.384,0.926,-0.3515,-0.0469,642.75,13.891,1417.024,231.457,1.982285,0.2,0.15,168.83,302.086,1.381,203.99
63.6,-0.112,0.3,0.419,-0.574,-0.2391,-0.0318,5.920323,0.14,0.1,282.93,271.379,1.51,314.78,-0.611,-0.1913,0.0505,2.703999,0.07,0.12,170.58,153.229,1.268,188.57,132.03,-0.03,-0.21,-0.439,-0.439,0.973,-0.2843,-0.0715,796.184,279.988,1390.854,149.118,3.594954,0.18,0.11,150.38,194.611,1.281,175.19
63.6,-0.112,0.3,0.419,-0.574,-0.2391,-0.0318,5.920323,0.14,0.1,282.93,271.379,1.51,314.78,-0.611,-0.1913,0.0505,2.703999,0.07,0.12,170.58,153.229,1.268,188.57,155.7,0.38,-0.198,-0.401,-0.401,0.849,-0.2976,-0.0674,726.221,41.249,1394.232,207.158,6.494347,0.18,0.12,130.42,161.154,1.242,154.44
63.6,-0.112,0.3,0.419,-0.574,-0.2391,-0.0318,5.920323,0.14,0.1,282.93,271.379,1.51,314.78,-0.611,-0.1913,0.0505,2.703999,0.07,0.12,170.58,153.229,1.268,188.57,136.47,-0.025,-0.208,-0.436,-0.436,0.978,-0.3021,-0.0818,808.547,131.733,1393.488,144.273,2.753494,0.19,0.11,168.78,228.163,1.321,195.11
63.6,-0.112,0.3,0.419,-0.574,-0.2391,-0.0318,5.920323,0.14,0.1,282.93,271.379,1.51,314.78,-0.611,-0.1913,0.0505,2.703999,0.07,0.12,170.58,153.229,1.268,188.57,138.99,-0.026,-0.204,-0.43,-0.43,0.973,-0.3128,-0.123,795.349,251.115,1396.701,99.15,0.793525,0.22,0.09,158.28,205.163,1.308,185.03
63.6,-0.112,0.3,0.419,-0.574,-0.2391,-0.0318,5.920323,0.14,0.1,282.93,271.379,1.51,314.78,-0.611,-0.1913,0.0505,2.703999,0.07,0.12,170.58,153.229,1.268,188.57,121.17,0.118,-0.162,-0.384,-0.384,0.926,-0.3515,-0.0469,642.75,13.891,1417.024,231.457,1.982285,0.2,0.15,168.83,302.086,1.381,203.99
63.6,-0.112,0.3,0.419,-0.574,-0.2391,-0.0318,5.920323,0.14,0.1,282.93,271.379,1.51,314.78,-0.719,-0.2016,0.0404,2.163619,0.08,0.12,213.87,171.288,1.386,239.64,132.03,-0.03,-0.21,-0.439,-0.439,0.973,-0.2843,-0.0715,796.184,279.988,1390.854,149.118,3.594954,0.18,0.11,150.38,194.611,1.281,175.19
63.6,-0.112,0.3,0.419,-0.574,-0.2391,-0.0318,5.920323,0.14,0.1,282.93,271.379,1.51,314.78,-0.719,-0.2016,0.0404,2.163619,0.08,0.12,213.87,171.288,1.386,239.64,155.7,0.38,-0.198,-0.401,-0.401,0.849,-0.2976,-0.0674,726.221,41.249,1394.232,207.158,6.494347,0.18,0.12,130.42,161.154,1.242,154.44
63.6,-0.112,0.3,0.419,-0.574,-0.2391,-0.0318,5.920323,0.14,0.1,282.93,271.379,1.51,314.78,-0.719,-0.2016,0.0404,2.163619,0.08,0.12,213.87,171.288,1.386,239.64,136.47,-0.025,-0.208,-0.436,-0.436,0.978,-0.3021,-0.0818,808.547,131.733,1393.488,144.273,2.753494,0.19,0.11,168.78,228.163,1.321,195.11
63.6,-0.112,0.3,0.419,-0.574,-0.2391,-0.0318,5.920323,0.14,0.1,282.93,271.379,1.51,314.78,-0.719,-0.2016,0.0404,2.163619,0.08,0.12,213.87,171.288,1.386,239.64,138.99,-0.026,-0.204,-0.43,-0.43,0.973,-0.3128,-0.123,795.349,251.115,1396.701,99.15,0.793525,0.22,0.09,158.28,205.163,1.308,185.03
63.6,-0.112,0.3,0.419,-0.574,-0.2391,-0.0318,5.920323,0.14,0.1,282.93,271.379,1.51,314.78,-0.719,-0.2016,0.0404,2.163619,0.08,0.12,213.87,171.288,1.386,239.64,121.17,0.118,-0.162,-0.384,-0.384,0.926,-0.3515,-0.0469,642.75,13.891,1417.024,231.457,1.982285,0.2,0.15,168.83,302.086,1.381,203.99
63.6,-0.112,0.3,0.419,-0.574,-0.2391,-0.0318,5.920323,0.14,0.1,282.93,271.379,1.51,314.78,-0.93,-0.1844,0.06,2.910789,0.06,0.12,352.35,312.442,1.565,377.5,132.03,-0.03,-0.21,-0.439,-0.439,0.973,-0.2843,-0.0715,796.184,279.988,1390.854,149.118,3.594954,0.18,0.11,150.38,194.611,1.281,175.19
63.6,-0.112,0.3,0.419,-0.574,-0.2391,-0.0318,5.920323,0.14,0.1,282.93,271.379,1.51,314.78,-0.93,-0.1844,0.06,2.910789,0.06,0.12,352.35,312.442,1.565,377.5,155.7,0.38,-0.198,-0.401,-0.401,0.849,-0.2976,-0.0674,726.221,41.249,1394.232,207.158,6.494347,0.18,0.12,130.42,161.154,1.242,154.44
63.6,-0.112,0.3,0.419,-0.574,-0.2391,-0.0318,5.920323,0.14,0.1,282.93,271.379,1.51,314.78,-0.93,-0.1844,0.06,2.910789,0.06,0.12,352.35,312.442,1.565,377.5,136.47,-0.025,-0.208,-0.436,-0.436,0.978,-0.3021,-0.0818,808.547,131.733,1393.488,144.273,2.753494,0.19,0.11,168.78,228.163,1.321,195.11
63.6,-0.112,0.3,0.419,-0.574,-0.2391,-0.0318,5.920323,0.14,0.1,282.93,271.379,1.51,314.78,-0.93,-0.1844,0.06,2.910789,0.06,0.12,352.35,312.442,1.565,377.5,138.99,-0.026,-0.204,-0.43,-0.43,0.973,-0.3128,-0.123,795.349,251.115,1396.701,99.15,0.793525,0.22,0.09,158.28,205.163,1.308,185.03
63.6,-0.112,0.3,0.419,-0.574,-0.2391,-0.0318,5.920323,0.14,0.1,282.93,271.379,1.51,314.78,-0.93,-0.1844,0.06,2.910789,0.06,0.12,352.35,312.442,1.565,377.5,121.17,0.118,-0.162,-0.384,-0.384,0.926,-0.3515,-0.0469,642.75,13.891,1417.024,231.457,1.982285,0.2,0.15,168.83,302.086,1.381,203.99
54.35,0.104,-0.11,0.418,-0.602,-0.2169,-0.039,5.837482,0.13,0.09,684.55,665.241,1.785,670.38,-0.659,-0.196,0.0447,3.033208,0.08,0.12,175.1,152.241,1.26,190.7,132.03,-0.03,-0.21,-0.439,-0.439,0.973,-0.2843,-0.0715,796.184,279.988,1390.854,149.118,3.594954,0.18,0.11,150.38,194.611,1.281,175.19
54.35,0.104,-0.11,0.418,-0.602,-0.2169,-0.039,5.837482,0.13,0.09,684.55,665.241,1.785,670.38,-0.659,-0.196,0.0447,3.033208,0.08,0.12,175.1,152.241,1.26,190.7,155.7,0.38,-0.198,-0.401,-0.401,0.849,-0.2976,-0.0674,726.221,41.249,1394.232,207.158,6.494347,0.18,0.12,130.42,161.154,1.242,154.44
54.35,0.104,-0.11,0.418,-0.602,-0.2169,-0.039,5.837482,0.13,0.09,684.55,665.241,1.785,670.38,-0.659,-0.196,0.0447,3.033208,0.08,0.12,175.1,152.241,1.26,190.7,136.47,-0.025,-0.208,-0.436,-0.436,0.978,-0.3021,-0.0818,808.547,131.733,1393.488,144.273,2.753494,0.19,0.11,168.78,228.163,1.321,195.11
54.35,0.104,-0.11,0.418,-0.602,-0.2169,-0.039,5.837482,0.13,0.09,684.55,665.241,1.785,670.38,-0.659,-0.196,0.0447,3.033208,0.08,0.12,175.1,152.241,1.26,190.7,138.99,-0.026,-0.204,-0.43,-0.43,0.973,-0.3128,-0.123,795.349,251.115,1396.701,99.15,0.793525,0.22,0.09,158.28,205.163,1.308,185.03
54.35,0.104,-0.11,0.418,-0.602,-0.2169,-0.039,5.837482,0.13,0.09,684.55,665.241,1.785,670.38,-0.659,-0.196,0.0447,3.033208,0.08,0.12,175.1,152.241,1.26,190.7,121.17,0.118,-0.162,-0.384,-0.384,0.926,-0.3515,-0.0469,642.75,13.891,1417.024,231.457,1.982285,0.2,0.15,168.83,302.086,1.381,203.99
54.35,0.104,-0.11,0.418,-0.602,-0.2169,-0.039,5.837482,0.13,0.09,684.55,665.241,1.785,670.38,-0.611,-0.1913,0.0505,2.703999,0.07,0.12,170.58,153.229,1.268,188.57,132.03,-0.03,-0.21,-0.439,-0.439,0.973,-0.2843,-0.0715,796.184,279.988,1390.854,149.118,3.594954,0.18,0.11,150.38,194.611,1.281,175.19
54.35,0.104,-0.11,0.418,-0.602,-0.2169,-0.039,5.837482,0.13,0.09,684.55,665.241,1.785,670.38,-0.611,-0.1913,0.0505,2.703999,0.07,0.12,170.58,153.229,1.268,188.57,155.7,0.38,-0.198,-0.401,-0.401,0.849,-0.2976,-0.0674,726.221,41.249,1394.232,207.158,6.494347,0.18,0.12,130.42,161.154,1.242,154.44
54.35,0.104,-0.11,0.418,-0.602,-0.2169,-0.039,5.837482,0.13,0.09,684.55,665.241,1.785,670.38,-0.611,-0.1913,0.0505,2.703999,0.07,0.12,170.58,153.229,1.268,188.57,136.47,-0.025,-0.208,-0.436,-0.436,0.978,-0.3021,-0.0818,808.547,131.733,1393.488,144.273,2.753494,0.19,0.11,168.78,228.163,1.321,195.11
54.35,0.104,-0.11,0.418,-0.602,-0.2169,-0.039,5.837482,0.13,0.09,684.55,665.241,1.785,670.38,-0.611,-0.1913,0.0505,2.703999,0.07,0.12,170.58,153.229,1.268,188.57,138.99,-0.026,-0.204,-0.43,-0.43,0.973,-0.3128,-0.123,795.349,251.115,1396.701,99.15,0.793525,0.22,0.09,158.28,205.163,1.308,185.03
54.35,0.104,-0.11,0.418,-0.602,-0.2169,-0.039,5.837482,0.13,0.09,684.55,665.241,1.785,670.38,-0.611,-0.1913,0.0505,2.703999,0.07,0.12,170.58,153.229,1.268,188.57,121.17,0.118,-0.162,-0.384,-0.384,0.926,-0.3515,-0.0469,642.75,13.891,1417.024,231.457,1.982285,0.2,0.15,168.83,302.086,1.381,203.99
54.35,0.104,-0.11,0.418,-0.602,-0.2169,-0.039,5.837482,0.13,0.09,684.55,665.241,1.785,670.38,-0.719,-0.2016,0.0404,2.163619,0.08,0.12,213.87,171.288,1.386,239.64,132.03,-0.03,-0.21,-0.439,-0.439,0.973,-0.2843,-0.0715,796.184,279.988,1390.854,149.118,3.594954,0.18,0.11,150.38,194.611,1.281,175.19
54.35,0.104,-0.11,0.418,-0.602,-0.2169,-0.039,5.837482,0.13,0.09,684.55,665.241,1.785,670.38,-0.719,-0.2016,0.0404,2.163619,0.08,0.12,213.87,171.288,1.386,239.64,155.7,0.38,-0.198,-0.401,-0.401,0.849,-0.2976,-0.0674,726.221,41.249,1394.232,207.158,6.494347,0.18,0.12,130.42,161.154,1.242,154.44
54.35,0.104,-0.11,0.418,-0.602,-0.2169,-0.039,5.837482,0.13,0.09,684.55,665.241,1.785,670.38,-0.719,-0.2016,0.0404,2.163619,0.08,0.12,213.87,171.288,1.386,239.64,136.47,-0.025,-0.208,-0.436,-0.436,0.978,-0.3021,-0.0818,808.547,131.733,1393.488,144.273,2.753494,0.19,0.11,168.78,228.163,1.321,195.11
54.35,0.104,-0.11,0.418,-0.602,-0.2169,-0.039,5.837482,0.13,0.09,684.55,665.241,1.785,670.38,-0.719,-0.2016,0.0404,2.163619,0.08,0.12,213.87,171.288,1.386,239.64,138.99,-0.026,-0.204,-0.43,-0.43,0.973,-0.3128,-0.123,795.349,251.115,1396.701,99.15,0.793525,0.22,0.09,158.28,205.163,1.308,185.03
54.35,0.104,-0.11,0.418,-0.602,-0.2169,-0.039,5.837482,0.13,0.09,684.55,665.241,1.785,670.38,-0.719,-0.2016,0.0404,2.163619,0.08,0.12,213.87,171.288,1.386,239.64,121.17,0.118,-0.162,-0.384,-0.384,0.926,-0.3515,-0.0469,642.75,13.891,1417.024,231.457,1.982285,0.2,0.15,168.83,302.086,1.381,203.99
54.35,0.104,-0.11,0.418,-0.602,-0.2169,-0.039,5.837482,0.13,0.09,684.55,665.241,1.785,670.38,-0.93,-0.1844,0.06,2.910789,0.06,0.12,352.35,312.442,1.565,377.5,132.03,-0.03,-0.21,-0.439,-0.439,0.973,-0.2843,-0.0715,796.184,279.988,1390.854,149.118,3.594954,0.18,0.11,150.38,194.611,1.281,175.19
54.35,0.104,-0.11,0.418,-0.602,-0.2169,-0.039,5.837482,0.13,0.09,684.55,665.241,1.785,670.38,-0.93,-0.1844,0.06,2.910789,0.06,0.12,352.35,312.442,1.565,377.5,155.7,0.38,-0.198,-0.401,-0.401,0.849,-0.2976,-0.0674,726.221,41.249,1394.232,207.158,6.494347,0.18,0.12,130.42,161.154,1.242,154.44
54.35,0.104,-0.11,0.418,-0.602,-0.2169,-0.039,5.837482,0.13,0.09,684.55,665.241,1.785,670.38,-0.93,-0.1844,0.06,2.910789,0.06,0.12,352.35,312.442,1.565,377.5,136.47,-0.025,-0.208,-0.436,-0.436,0.978,-0.3021,-0.0818,808.547,131.733,1393.488,144.273,2.753494,0.19,0.11,168.78,228.163,1.321,195.11
54.35,0.104,-0.11,0.418,-0.602,-0.2169,-0.039,5.837482,0.13,0.09,684.55,665.241,1.785,670.38,-0.93,-0.1844,0.06,2.910789,0.06,0.12,352.35,312.442,1.565,377.5,138.99,-0.026,-0.204,-0.43,-0.43,0.973,-0.3128,-0.123,795.349,251.115,1396.701,99.15,0.793525,0.22,0.09,158.28,205.163,1.308,185.03
54.35,0.104,-0.11,0.418,-0.602,-0.2169,-0.039,5.837482,0.13,0.09,684.55,665.241,1.785,670.38,-0.93,-0.1844,0.06,2.910789,0.06,0.12,352.35,312.442,1.565,377.5,121.17,0.118,-0.162,-0.384,-0.384,0.926,-0.3515,-0.0469,642.75,13.891,1417.024,231.457,1.982285,0.2,0.15,168.83,302.086,1.381,203.99
72.46,0.156,4.26,0.386,-0.56,-0.2331,0.0167,2.89618,0.11,0.12,137.29,126.159,1.263,162.57,-0.659,-0.196,0.0447,3.033208,0.08,0.12,175.1,152.241,1.26,190.7,132.03,-0.03,-0.21,-0.439,-0.439,0.973,-0.2843,-0.0715,796.184,279.988,1390.854,149.118,3.594954,0.18,0.11,150.38,194.611,1.281,175.19
72.46,0.156,4.26,0.386,-0.56,-0.2331,0.0167,2.89618,0.11,0.12,137.29,126.159,1.263,162.57,-0.659,-0.196,0.0447,3.033208,0.08,0.12,175.1,152.241,1.26,190.7,155.7,0.38,-0.198,-0.401,-0.401,0.849,-0.2976,-0.0674,726.221,41.249,1394.232,207.158,6.494347,0.18,0.12,130.42,161.154,1.242,154.44
72.46,0.156,4.26,0.386,-0.56,-0.2331,0.0167,2.89618,0.11,0.12,137.29,126.159,1.263,162.57,-0.659,-0.196,0.0447,3.033208,0.08,0.12,175.1,152.241,1.26,190.7,136.47,-0.025,-0.208,-0.436,-0.436,0.978,-0.3021,-0.0818,808.547,131.733,1393.488,144.273,2.753494,0.19,0.11,168.78,228.163,1.321,195.11
72.46,0.156,4.26,0.386,-0.56,-0.2331,0.0167,2.89618,0.11,0.12,137.29,126.159,1.263,162.57,-0.659,-0.196,0.0447,3.033208,0.08,0.12,175.1,152.241,1.26,190.7,138.99,-0.026,-0.204,-0.43,-0.43,0.973,-0.3128,-0.123,795.349,251.115,1396.701,99.15,0.793525,0.22,0.09,158.28,205.163,1.308,185.03
72.46,0.156,4.26,0.386,-0.56,-0.2331,0.0167,2.89618,0.11,0.12,137.29,126.159,1.263,162.57,-0.659,-0.196,0.0447,3.033208,0.08,0.12,175.1,152.241,1.26,190.7,121.17,0.118,-0.162,-0.384,-0.384,0.926,-0.3515,-0.0469,642.75,13.891,1417.024,231.457,1.982285,0.2,0.15,168.83,302.086,1.381,203.99
72.46,0.156,4.26,0.386,-0.56,-0.2331,0.0167,2.89618,0.11,0.12,137.29,126.159,1.263,162.57,-0.611,-0.1913,0.0505,2.703999,0.07,0.12,170.58,153.229,1.268,188.57,132.03,-0.03,-0.21,-0.439,-0.439,0.973,-0.2843,-0.0715,796.184,279.988,1390.854,149.118,3.594954,0.18,0.11,150.38,194.611,1.281,175.19
72.46,0.156,4.26,0.386,-0.56,-0.2331,0.0167,2.89618,0.11,0.12,137.29,126.159,1.263,162.57,-0.611,-0.1913,0.0505,2.703999,0.07,0.12,170.58,153.229,1.268,188.57,155.7,0.38,-0.198,-0.401,-0.401,0.849,-0.2976,-0.0674,726.221,41.249,1394.232,207.158,6.494347,0.18,0.12,130.42,161.154,1.242,154.44
72.46,0.156,4.26,0.386,-0.56,-0.2331,0.0167,2.89618,0.11,0.12,137.29,126.159,1.263,162.57,-0.611,-0.1913,0.0505,2.703999,0.07,0.12,170.58,153.229,1.268,188.57,136.47,-0.025,-0.208,-0.436,-0.436,0.978,-0.3021,-0.0818,808.547,131.733,1393.488,144.273,2.753494,0.19,0.11,168.78,228.163,1.321,195.11
72.46,0.156,4.26,0.386,-0.56,-0.2331,0.0167,2.89618,0.11,0.12,137.29,126.159,1.263,162.57,-0.611,-0.1913,0.0505,2.703999,0.07,0.12,170.58,153.229,1.268,188.57,138.99,-0.026,-0.204,-0.43,-0.43,0.973,-0.3128,-0.123,795.349,251.115,1396.701,99.15,0.793525,0.22,0.09,158.28,205.163,1.308,185.03
